İl,İl_Kodu,Kategori,Yıl,Toplam_Nüfus,Erkek,Kadın,Şehir,Köy,Çocuk_0_14,Genç_15_24,Yetişkin_25_64,Yaşlı_65+,Büyüme_Oranı_%,Nüfus_Yoğunluğu_km2
Erzurum,25,Orta Ölçek,2021,723708,363301,360407,586203,137505,166452,115793,361854,79609,1.2,1143.3
Erzurum,25,Orta Ölçek,2022,729779,366349,363430,598418,131361,167849,116764,364889,80277,1.2,853.5
Erzurum,25,Orta Ölçek,2023,740774,371868,368906,614842,125932,170378,118523,370387,81486,1.2,872.5
Erzurum,25,Orta Ölçek,2024,752212,377610,374602,631858,120354,173008,120353,376106,82745,1.2,882.9
Eskişehir,26,Orta Ölçek,2005,730530,366726,363804,474844,255686,168021,116884,365265,80360,1.2,988.5
Eskişehir,26,Orta Ölçek,2006,745570,374276,371294,492076,253494,171481,119291,372785,82013,1.2,1257.3
Eskişehir,26,Orta Ölçek,2007,754762,378890,375872,505690,249072,173595,120761,377381,83025,1.2,838.6
Eskişehir,26,Orta Ölçek,2008,761951,382499,379452,518126,243825,175248,121912,380975,83816,1.2,1274.2
Eskişehir,26,Orta Ölçek,2009,768518,385796,382722,530277,238241,176759,122962,384259,84538,1.2,1117.0
Eskişehir,26,Orta Ölçek,2010,780334,391727,388607,546233,234101,179476,124853,390167,85838,1.2,824.9
Eskişehir,26,Orta Ölçek,2011,789456,396306,393150,560513,228943,181574,126312,394728,86842,1.2,1140.8
Eskişehir,26,Orta Ölçek,2012,795058,399119,395939,572441,222617,182863,127209,397529,87457,1.2,1297.0
Eskişehir,26,Orta Ölçek,2013,803405,403309,400096,586485,216920,184783,128544,401702,88376,1.2,1154.3
Eskişehir,26,Orta Ölçek,2014,818244,410758,407486,605500,212744,188196,130919,409122,90007,1.2,1372.9
Eskişehir,26,Orta Ölçek,2015,826265,414785,411480,619698,206567,190040,132202,413132,90891,1.2,1281.0
Eskişehir,26,Orta Ölçek,2016,835209,419274,415935,634758,200451,192098,133633,417604,91874,1.2,1013.6
Eskişehir,26,Orta Ölçek,2017,843959,423667,420292,649848,194111,194110,135033,421979,92837,1.2,1528.9
Eskişehir,26,Orta Ölçek,2018,855510,429466,426044,667297,188213,196767,136881,427755,94107,1.2,1440.3
Eskişehir,26,Orta Ölçek,2019,867889,435680,432209,685632,182257,199614,138862,433944,95469,1.2,1104.2
Eskişehir,26,Orta Ölçek,2020,874322,438909,435413,699457,174865,201094,139891,437161,96176,1.2,992.4
Eskişehir,26,Orta Ölçek,2021,886519,445032,441487,718080,168439,203899,141843,443259,97518,1.2,958.4
Eskişehir,26,Orta Ölçek,2022,900028,451814,448214,738022,162006,207006,144004,450014,99004,1.2,1042.9
Eskişehir,26,Orta Ölçek,2023,908796,456215,452581,754300,154496,209023,145407,454398,99968,1.2,1100.2
Eskişehir,26,Orta Ölçek,2024,915457,459559,455898,768983,146474,210555,146473,457728,100701,1.2,1285.8
Gaziantep,27,Büyük Şehir,2005,1571495,788890,782605,1021471,550024,361443,251439,785747,172866,1.8,1827.3
Gaziantep,27,Büyük Şehir,2006,1597108,801748,795360,1054091,543017,367334,255537,798554,175683,1.8,1908.1
Gaziantep,27,Büyük Şehir,2007,1624747,815622,809125,1088580,536167,373691,259959,812373,178724,1.8,2616.3
Gaziantep,27,Büyük Şehir,2008,1659777,833208,826569,1128648,531129,381748,265564,829888,182577,1.8,1862.8
Gaziantep,27,Büyük Şehir,2009,1675632,841167,834465,1156186,519446,385395,268101,837816,184320,1.8,2760.5
Gaziantep,27,Büyük Şehir,2010,1707653,857241,850412,1195357,512296,392760,273224,853826,187843,1.8,2158.9
Gaziantep,27,Büyük Şehir,2011,1747199,877093,870106,1240511,506688,401855,279551,873599,192194,1.8,1992.2
Gaziantep,27,Büyük Şehir,2012,1781271,894198,887073,1282515,498756,409692,285003,890635,195941,1.8,2526.6
Gaziantep,27,Büyük Şehir,2013,1816974,912120,904854,1326391,490583,417904,290715,908487,199868,1.8,2335.4
Gaziantep,27,Büyük Şehir,2014,1841159,924261,916898,1362457,478702,423466,294585,920579,202529,1.8,2695.7
Gaziantep,27,Büyük Şehir,2015,1875332,941416,933916,1406499,468833,431326,300053,937666,206287,1.8,2121.4
Gaziantep,27,Büyük Şehir,2016,1903677,955645,948032,1446794,456883,437845,304588,951838,209406,1.8,2893.1
Gaziantep,27,Büyük Şehir,2017,1951430,979617,971813,1502601,448829,448828,312228,975715,214659,1.8,2237.9
Gaziantep,27,Büyük Şehir,2018,1967125,987496,979629,1534357,432768,452438,314740,983562,216385,1.8,2717.0
Gaziantep,27,Büyük Şehir,2019,2018526,1013300,1005226,1594635,423891,464260,322964,1009263,222039,1.8,2831.0
Gaziantep,27,Büyük Şehir,2020,2040998,1024580,1016418,1632798,408200,469429,326559,1020499,224511,1.8,2444.3
Gaziantep,27,Büyük Şehir,2021,2085680,1047011,1038669,1689400,396280,479706,333708,1042840,229426,1.8,2317.4
Gaziantep,27,Büyük Şehir,2022,2122381,1065435,1056946,1740352,382029,488147,339580,1061190,233464,1.8,2633.2
Gaziantep,27,Büyük Şehir,2023,2166480,1087572,1078908,1798178,368302,498290,346636,1083240,238314,1.8,2566.9
Gaziantep,27,Büyük Şehir,2024,2201755,1105281,1096474,1849474,352281,506403,352280,1100877,242195,1.8,3158.9
Giresun,28,Küçük Şehir,2005,387998,194774,193224,252198,135800,89239,62079,193999,42681,0.8,530.1
Giresun,28,Küçük Şehir,2006,391379,196472,194907,258310,133069,90017,62620,195689,43053,0.8,423.1
Giresun,28,Küçük Şehir,2007,392925,197248,195677,263259,129666,90372,62868,196462,43223,0.8,473.4
Giresun,28,Küçük Şehir,2008,394783,198181,196602,268452,126331,90800,63165,197391,43427,0.8,441.6
Giresun,28,Küçük Şehir,2009,398696,200145,198551,275100,123596,91700,63791,199348,43857,0.8,621.0
Giresun,28,Küçük Şehir,2010,402965,202288,200677,282075,120890,92681,64474,201482,44328,0.8,474.6
Giresun,28,Küçük Şehir,2011,406266,203945,202321,288448,117818,93441,65002,203133,44690,0.8,572.2
Giresun,28,Küçük Şehir,2012,409607,205622,203985,294917,114690,94209,65537,204803,45058,0.8,457.2
Giresun,28,Küçük Şehir,2013,410471,206056,204415,299643,110828,94408,65675,205235,45153,0.8,612.6
Giresun,28,Küçük Şehir,2014,415039,208349,206690,307128,107911,95458,66406,207519,45656,0.8,698.7
Giresun,28,Küçük Şehir,2015,419637,210657,208980,314727,104910,96516,67141,209818,46162,0.8,745.4
Giresun,28,Küçük Şehir,2016,420312,210996,209316,319437,100875,96671,67249,210156,46236,0.8,558.2
Giresun,28,Küçük Şehir,2017,423891,212793,211098,326396,97495,97494,67822,211945,46630,0.8,664.4
Giresun,28,Küçük Şehir,2018,428571,215142,213429,334285,94286,98571,68571,214285,47144,0.8,488.1
Giresun,28,Küçük Şehir,2019,432556,217143,215413,341719,90837,99487,69208,216278,47583,0.8,479.0
Giresun,28,Küçük Şehir,2020,434535,218136,216399,347628,86907,99943,69525,217267,47800,0.8,667.5
Giresun,28,Küçük Şehir,2021,441040,221402,219638,357242,83798,101439,70566,220520,48515,0.8,588.8
Giresun,28,Küçük Şehir,2022,443562,222668,220894,363720,79842,102019,70969,221781,48793,0.8,709.7
Giresun,28,Küçük Şehir,2023,447635,224712,222923,371537,76098,102956,71621,223817,49241,0.8,803.7
Giresun,28,Küçük Şehir,2024,450703,226252,224451,378590,72113,103661,72112,225351,49579,0.8,532.1
Gümüşhane,29,Küçük Şehir,2005,119993,60236,59757,77995,41998,27598,19198,59996,13201,0.8,139.0
Gümüşhane,29,Küçük Şehir,2006,121697,61091,60606,80320,41377,27990,19471,60848,13388,0.8,157.6
Gümüşhane,29,Küçük Şehir,2007,122104,61296,60808,81809,40295,28083,19536,61052,13433,0.8,218.4
Gümüşhane,29,Küçük Şehir,2008,122658,61574,61084,83407,39251,28211,19625,61329,13493,0.8,189.3
Gümüşhane,29,Küçük Şehir,2009,124395,62446,61949,85832,38563,28610,19903,62197,13685,0.8,175.5
Gümüşhane,29,Küçük Şehir,2010,125635,63068,62567,87944,37691,28896,20101,62817,13821,0.8,221.2
Gümüşhane,29,Küçük Şehir,2011,125596,63049,62547,89173,36423,28887,20095,62798,13816,0.8,163.7
Gümüşhane,29,Küçük Şehir,2012,127485,63997,63488,91789,35696,29321,20397,63742,14025,0.8,162.4
Gümüşhane,29,Küçük Şehir,2013,128026,64269,63757,93458,34568,29445,20484,64013,14084,0.8,156.9
Gümüşhane,29,Küçük Şehir,2014,128874,64694,64180,95366,33508,29641,20619,64437,14177,0.8,231.0
Gümüşhane,29,Küçük Şehir,2015,130093,65306,64787,97569,32524,29921,20814,65046,14312,0.8,154.0
Gümüşhane,29,Küçük Şehir,2016,131726,66126,65600,100111,31615,30296,21076,65863,14491,0.8,207.1
Gümüşhane,29,Küçük Şehir,2017,132157,66342,65815,101760,30397,30396,21145,66078,14538,0.8,148.8
Gümüşhane,29,Küçük Şehir,2018,133700,67117,66583,104286,29414,30751,21392,66850,14707,0.8,143.6
Gümüşhane,29,Küçük Şehir,2019,134967,67753,67214,106623,28344,31042,21594,67483,14848,0.8,187.5
Gümüşhane,29,Küçük Şehir,2020,135910,68226,67684,108728,27182,31259,21745,67955,14951,0.8,201.1
Gümüşhane,29,Küçük Şehir,2021,136175,68359,67816,110301,25874,31320,21788,68087,14980,0.8,215.8
Gümüşhane,29,Küçük Şehir,2022,138079,69315,68764,113224,24855,31758,22092,69039,15190,0.8,158.7
Gümüşhane,29,Küçük Şehir,2023,138530,69542,68988,114979,23551,31861,22164,69265,15240,0.8,201.4
Gümüşhane,29,Küçük Şehir,2024,140285,70423,69862,117839,22446,32265,22445,70142,15433,0.8,169.0
Hakkari,30,Küçük Şehir,2005,241039,121001,120038,156675,84364,55438,38566,120519,26516,0.8,318.8
Hakkari,30,Küçük Şehir,2006,241805,121386,120419,159591,82214,55615,38688,120902,26600,0.8,407.8
Hakkari,30,Küçük Şehir,2007,243877,122426,121451,163397,80480,56091,39020,121938,26828,0.8,383.5
Hakkari,30,Küçük Şehir,2008,245288,123134,122154,166795,78493,56416,39246,122644,26982,0.8,410.2
Hakkari,30,Küçük Şehir,2009,248131,124561,123570,171210,76921,57070,39700,124065,27296,0.8,339.0
Hakkari,30,Küçük Şehir,2010,249575,125286,124289,174702,74873,57402,39932,124787,27454,0.8,288.9
Hakkari,30,Küçük Şehir,2011,251646,126326,125320,178668,72978,57878,40263,125823,27682,0.8,359.5
Hakkari,30,Küçük Şehir,2012,253611,127312,126299,182599,71012,58330,40577,126805,27899,0.8,415.8
Hakkari,30,Küçük Şehir,2013,257709,129369,128340,188127,69582,59273,41233,128854,28349,0.8,331.7
Hakkari,30,Küçük Şehir,2014,259650,130344,129306,192141,67509,59719,41544,129825,28562,0.8,297.8
Hakkari,30,Küçük Şehir,2015,261746,131396,130350,196309,65437,60201,41879,130873,28793,0.8,348.1
Hakkari,30,Küçük Şehir,2016,263586,132320,131266,200325,63261,60624,42173,131793,28996,0.8,281.6
Hakkari,30,Küçük Şehir,2017,264279,132668,131611,203494,60785,60784,42284,132139,29072,0.8,346.8
Hakkari,30,Küçük Şehir,2018,267074,134071,133003,208317,58757,61427,42731,133537,29379,0.8,455.0
Hakkari,30,Küçük Şehir,2019,268791,134933,133858,212344,56447,61821,43006,134395,29569,0.8,334.3
Hakkari,30,Küçük Şehir,2020,272151,136619,135532,217720,54431,62594,43544,136075,29938,0.8,319.4
Hakkari,30,Küçük Şehir,2021,273136,137114,136022,221240,51896,62821,43701,136568,30046,0.8,325.5
Hakkari,30,Küçük Şehir,2022,274382,137739,136643,224993,49389,63107,43901,137191,30183,0.8,366.3
Hakkari,30,Küçük Şehir,2023,278842,139978,138864,231438,47404,64133,44614,139421,30674,0.8,408.9
Hakkari,30,Küçük Şehir,2024,280397,140759,139638,235533,44864,64491,44863,140198,30845,0.8,401.1
Hatay,31,Orta Ölçek,2005,1357874,681652,676222,882618,475256,312311,217259,678937,149367,1.2,2105.2
Hatay,31,Orta Ölçek,2006,1369363,687420,681943,903779,465584,314953,219098,684681,150631,1.2,2436.6
Hatay,31,Orta Ölçek,2007,1389508,697533,691975,930970,458538,319586,222321,694754,152847,1.2,1726.1
Hatay,31,Orta Ölçek,2008,1411407,708526,702881,959756,451651,324623,225825,705703,155256,1.2,2561.5
Hatay,31,Orta Ölçek,2009,1416057,710860,705197,977079,438978,325693,226569,708028,155767,1.2,2258.5
Hatay,31,Orta Ölçek,2010,1433169,719450,713719,1003218,429951,329628,229307,716584,157650,1.2,1947.2
Hatay,31,Orta Ölçek,2011,1454212,730014,724198,1032490,421722,334468,232673,727106,159965,1.2,2360.7
Hatay,31,Orta Ölçek,2012,1468109,736990,731119,1057038,411071,337665,234897,734054,161493,1.2,2016.6
Hatay,31,Orta Ölçek,2013,1495046,750513,744533,1091383,403663,343860,239207,747523,164456,1.2,1621.5
Hatay,31,Orta Ölçek,2014,1507444,756736,750708,1115508,391936,346712,241191,753722,165819,1.2,1740.7
Hatay,31,Orta Ölçek,2015,1525521,765811,759710,1144140,381381,350869,244083,762760,167809,1.2,2015.2
Hatay,31,Orta Ölçek,2016,1552754,779482,773272,1180093,372661,357133,248440,776377,170804,1.2,1738.8
Hatay,31,Orta Ölçek,2017,1562123,784185,777938,1202834,359289,359288,249939,781061,171835,1.2,2036.7
Hatay,31,Orta Ölçek,2018,1582369,794349,788020,1234247,348122,363944,253179,791184,174062,1.2,2810.6
Hatay,31,Orta Ölçek,2019,1598286,802339,795947,1262645,335641,367605,255725,799143,175813,1.2,2509.1
Hatay,31,Orta Ölçek,2020,1617941,812206,805735,1294352,323589,372126,258870,808970,177975,1.2,2090.4
Hatay,31,Orta Ölçek,2021,1635044,820792,814252,1324385,310659,376060,261607,817522,179855,1.2,1777.2
Hatay,31,Orta Ölçek,2022,1665522,836092,829430,1365728,299794,383070,266483,832761,183208,1.2,1999.4
Hatay,31,Orta Ölçek,2023,1672859,839775,833084,1388472,284387,384757,267657,836429,184016,1.2,2663.8
Hatay,31,Orta Ölçek,2024,1692896,849833,843063,1422032,270864,389366,270863,846448,186219,1.2,2126.8
Isparta,32,Küçük Şehir,2005,387374,194461,192913,251793,135581,89096,61979,193687,42612,0.8,597.8
Isparta,32,Küçük Şehir,2006,389238,195397,193841,256897,132341,89524,62278,194619,42817,0.8,624.8
Isparta,32,Küçük Şehir,2007,393226,197399,195827,263461,129765,90441,62916,196613,43256,0.8,665.4
Isparta,32,Küçük Şehir,2008,396375,198980,197395,269535,126840,91166,63420,198187,43602,0.8,475.3
Isparta,32,Küçük Şehir,2009,399783,200691,199092,275850,123933,91950,63965,199891,43977,0.8,559.9
Isparta,32,Küçük Şehir,2010,403347,202480,200867,282342,121005,92769,64535,201673,44370,0.8,660.1
Isparta,32,Küçük Şehir,2011,405901,203762,202139,288189,117712,93357,64944,202950,44650,0.8,536.2
Isparta,32,Küçük Şehir,2012,406933,204280,202653,292991,113942,93594,65109,203466,44764,0.8,563.6
Isparta,32,Küçük Şehir,2013,412088,206868,205220,300824,111264,94780,65934,206044,45330,0.8,721.7
Isparta,32,Küçük Şehir,2014,414503,208080,206423,306732,107771,95335,66320,207251,45597,0.8,737.5
Isparta,32,Küçük Şehir,2015,417103,209385,207718,312827,104276,95933,66736,208551,45883,0.8,551.0
Isparta,32,Küçük Şehir,2016,423910,212802,211108,322171,101739,97499,67825,211955,46631,0.8,633.6
Isparta,32,Küçük Şehir,2017,424784,213241,211543,327083,97701,97700,67965,212392,46727,0.8,753.2
Isparta,32,Küçük Şehir,2018,428893,215304,213589,334536,94357,98645,68622,214446,47180,0.8,501.6
Isparta,32,Küçük Şehir,2019,432965,217348,215617,342042,90923,99581,69274,216482,47628,0.8,737.6
Isparta,32,Küçük Şehir,2020,436328,219036,217292,349062,87266,100355,69812,218164,47997,0.8,693.7
Isparta,32,Küçük Şehir,2021,440495,221128,219367,356800,83695,101313,70479,220247,48456,0.8,578.1
Isparta,32,Küçük Şehir,2022,442647,222208,220439,362970,79677,101808,70823,221323,48693,0.8,667.6
Isparta,32,Küçük Şehir,2023,447839,224815,223024,371706,76133,103002,71654,223919,49264,0.8,669.4
Isparta,32,Küçük Şehir,2024,448133,224962,223171,376431,71702,103070,71701,224066,49296,0.8,654.2
Mersin,33,Büyük Şehir,2005,1389560,697559,692001,903214,486346,319598,222329,694780,152853,1.8,1612.0
Mersin,33,Büyük Şehir,2006,1408114,706873,701241,929355,478759,323866,225298,704057,154893,1.8,1702.7
Mersin,33,Büyük Şehir,2007,1434792,720265,714527,961310,473482,330002,229566,717396,157828,1.8,1880.5
Mersin,33,Büyük Şehir,2008,1466702,736284,730418,997357,469345,337341,234672,733351,161338,1.8,2420.3
Mersin,33,Büyük Şehir,2009,1499145,752570,746575,1034410,464735,344803,239863,749572,164907,1.8,2658.1
Mersin,33,Büyük Şehir,2010,1513699,759876,753823,1059589,454110,348150,242191,756849,166509,1.8,1735.9
Mersin,33,Büyük Şehir,2011,1552611,779410,773201,1102353,450258,357100,248417,776305,170789,1.8,2802.5
Mersin,33,Büyük Şehir,2012,1569984,788131,781853,1130388,439596,361096,251197,784992,172699,1.8,1855.8
Mersin,33,Büyük Şehir,2013,1594607,800492,794115,1164063,430544,366759,255137,797303,175408,1.8,2184.4
Mersin,33,Büyük Şehir,2014,1631989,819258,812731,1207671,424318,375357,261118,815994,179520,1.8,2276.1
Mersin,33,Büyük Şehir,2015,1664347,835502,828845,1248260,416087,382799,266295,832173,183080,1.8,1988.5
Mersin,33,Büyük Şehir,2016,1687589,847169,840420,1282567,405022,388145,270014,843794,185636,1.8,2141.6
Mersin,33,Büyük Şehir,2017,1713498,860175,853323,1319393,394105,394104,274159,856749,188486,1.8,2702.7
Mersin,33,Büyük Şehir,2018,1754238,880627,873611,1368305,385933,403474,280678,877119,192967,1.8,2231.9
Mersin,33,Büyük Şehir,2019,1776524,891815,884709,1403453,373071,408600,284243,888262,195419,1.8,2051.4
Mersin,33,Büyük Şehir,2020,1810390,908815,901575,1448312,362078,416389,289662,905195,199144,1.8,2698.0
Mersin,33,Büyük Şehir,2021,1843014,925193,917821,1492841,350173,423893,294882,921507,202732,1.8,2009.8
Mersin,33,Büyük Şehir,2022,1873946,940720,933226,1536635,337311,431007,299831,936973,206135,1.8,3047.1
Mersin,33,Büyük Şehir,2023,1920817,964250,956567,1594278,326539,441787,307330,960408,211292,1.8,2026.2
Mersin,33,Büyük Şehir,2024,1950988,979395,971593,1638829,312159,448727,312158,975494,214609,1.8,2073.3
İstanbul,34,Metropol,2005,9830059,4934689,4895370,6389538,3440521,2260913,1572809,4915029,1081308,2.5,15829.4
İstanbul,34,Metropol,2006,10050908,5045555,5005353,6633599,3417309,2311708,1608145,5025454,1105601,2.5,11118.3
İstanbul,34,Metropol,2007,10344194,5192785,5151409,6930609,3413585,2379164,1655071,5172097,1137862,2.5,16819.8
İstanbul,34,Metropol,2008,10593608,5317991,5275617,7203653,3389955,2436529,1694977,5296804,1165298,2.5,19122.0
İstanbul,34,Metropol,2009,10831772,5437549,5394223,7473922,3357850,2491307,1733083,5415886,1191496,2.5,15170.5
İstanbul,34,Metropol,2010,11155013,5599816,5555197,7808509,3346504,2565652,1784802,5577506,1227053,2.5,17214.5
İstanbul,34,Metropol,2011,11371784,5708635,5663149,8073966,3297818,2615510,1819485,5685892,1250897,2.5,14579.2
İstanbul,34,Metropol,2012,11718142,5882507,5835635,8437062,3281080,2695172,1874902,5859071,1288997,2.5,12877.1
İstanbul,34,Metropol,2013,11920327,5984004,5936323,8701838,3218489,2741675,1907252,5960163,1311237,2.5,14448.9
İstanbul,34,Metropol,2014,12263602,6156328,6107274,9075065,3188537,2820628,1962176,6131801,1348997,2.5,22176.5
İstanbul,34,Metropol,2015,12614389,6332423,6281966,9460791,3153598,2901309,2018302,6307194,1387584,2.5,17232.8
İstanbul,34,Metropol,2016,12822729,6437009,6385720,9745274,3077455,2949227,2051636,6411364,1410502,2.5,14721.8
İstanbul,34,Metropol,2017,13153859,6603237,6550622,10128471,3025388,3025387,2104617,6576929,1446926,2.5,20682.2
İstanbul,34,Metropol,2018,13594080,6824228,6769852,10603382,2990698,3126638,2175052,6797040,1495350,2.5,14696.3
İstanbul,34,Metropol,2019,13868059,6961765,6906294,10955766,2912293,3189653,2218889,6934029,1525488,2.5,20098.6
İstanbul,34,Metropol,2020,14255610,7156316,7099294,11404488,2851122,3278790,2280897,7127805,1568118,2.5,17534.6
İstanbul,34,Metropol,2021,14582903,7320617,7262286,11812151,2770752,3354067,2333264,7291451,1604121,2.5,23558.8
İstanbul,34,Metropol,2022,14927644,7493677,7433967,12240668,2686976,3433358,2388423,7463822,1642041,2.5,19903.5
İstanbul,34,Metropol,2023,15290205,7675682,7614523,12690870,2599335,3516747,2446432,7645102,1681924,2.5,17820.8
İstanbul,34,Metropol,2024,15661296,7861970,7799326,13155488,2505808,3602098,2505807,7830648,1722743,2.5,27189.8
İzmir,35,Metropol,2005,2802163,1406685,1395478,1821405,980758,644497,448346,1401081,308239,2.5,3930.1
İzmir,35,Metropol,2006,2890087,1450823,1439264,1907457,982630,664720,462413,1445043,317911,2.5,4188.5
İzmir,35,Metropol,2007,2966360,1489112,1477248,1987461,978899,682262,474617,1483180,326301,2.5,3736.0
İzmir,35,Metropol,2008,3029219,1520667,1508552,2059868,969351,696720,484675,1514609,333215,2.5,4596.7
İzmir,35,Metropol,2009,3097193,1554790,1542403,2137063,960130,712354,495550,1548596,340693,2.5,3900.7
İzmir,35,Metropol,2010,3198006,1605399,1592607,2238604,959402,735541,511680,1599003,351782,2.5,4374.8
İzmir,35,Metropol,2011,3273839,1643467,1630372,2324425,949414,752982,523814,1636919,360124,2.5,3793.6
İzmir,35,Metropol,2012,3362496,1687972,1674524,2420997,941499,773374,537999,1681248,369875,2.5,3946.6
İzmir,35,Metropol,2013,3416827,1715247,1701580,2494283,922544,785870,546692,1708413,375852,2.5,5458.2
İzmir,35,Metropol,2014,3511099,1762571,1748528,2598213,912886,807552,561775,1755549,386223,2.5,5240.4
İzmir,35,Metropol,2015,3605501,1809961,1795540,2704125,901376,829265,576880,1802750,396606,2.5,4380.9
İzmir,35,Metropol,2016,3685661,1850201,1835460,2801102,884559,847702,589705,1842830,405424,2.5,6466.1
İzmir,35,Metropol,2017,3768520,1891797,1876723,2901760,866760,866759,602963,1884260,414538,2.5,4900.5
İzmir,35,Metropol,2018,3887227,1951387,1935840,3032037,855190,894062,621956,1943613,427596,2.5,4367.7
İzmir,35,Metropol,2019,3991086,2003525,1987561,3152957,838129,917949,638573,1995543,439021,2.5,6265.4
İzmir,35,Metropol,2020,4064166,2040211,2023955,3251332,812834,934758,650266,2032083,447059,2.5,5005.1
İzmir,35,Metropol,2021,4164594,2090626,2073968,3373321,791273,957856,666335,2082297,458106,2.5,4421.0
İzmir,35,Metropol,2022,4299809,2158504,2141305,3525843,773966,988956,687969,2149904,472980,2.5,4633.4
İzmir,35,Metropol,2023,4375681,2196591,2179090,3631815,743866,1006406,700108,2187840,481327,2.5,4829.7
İzmir,35,Metropol,2024,4498550,2258272,2240278,3778782,719768,1034666,719768,2249275,494841,2.5,7878.4
Kars,36,Küçük Şehir,2005,243915,122445,121470,158544,85371,56100,39026,121957,26832,0.8,304.9
Kars,36,Küçük Şehir,2006,246268,123626,122642,162536,83732,56641,39402,123134,27091,0.8,382.4
Kars,36,Küçük Şehir,2007,249139,125067,124072,166923,82216,57301,39862,124569,27407,0.8,377.5
Kars,36,Küçük Şehir,2008,250108,125554,124554,170073,80035,57524,40017,125054,27513,0.8,384.8
Kars,36,Küçük Şehir,2009,252407,126708,125699,174160,78247,58053,40385,126203,27766,0.8,337.4
Kars,36,Küçük Şehir,2010,255405,128213,127192,178783,76622,58743,40864,127702,28096,0.8,334.7
Kars,36,Küçük Şehir,2011,256797,128912,127885,182325,74472,59063,41087,128398,28249,0.8,289.2
Kars,36,Küçük Şehir,2012,260142,130591,129551,187302,72840,59832,41622,130071,28617,0.8,350.6
Kars,36,Küçük Şehir,2013,262313,131681,130632,191488,70825,60331,41970,131156,28856,0.8,355.9
Kars,36,Küçük Şehir,2014,263866,132460,131406,195260,68606,60689,42218,131933,29026,0.8,285.3
Kars,36,Küçük Şehir,2015,265726,133394,132332,199294,66432,61116,42516,132863,29231,0.8,300.6
Kars,36,Küçük Şehir,2016,267795,134433,133362,203524,64271,61592,42847,133897,29459,0.8,364.8
Kars,36,Küçük Şehir,2017,268270,134671,133599,206567,61703,61702,42923,134135,29510,0.8,308.4
Kars,36,Küçük Şehir,2018,272797,136944,135853,212781,60016,62743,43647,136398,30009,0.8,322.1
Kars,36,Küçük Şehir,2019,273152,137122,136030,215790,57362,62824,43704,136576,30048,0.8,337.2
Kars,36,Küçük Şehir,2020,276008,138556,137452,220806,55202,63481,44161,138004,30362,0.8,322.4
Kars,36,Küçük Şehir,2021,277337,139223,138114,224642,52695,63787,44373,138668,30509,0.8,468.5
Kars,36,Küçük Şehir,2022,280609,140865,139744,230099,50510,64540,44897,140304,30868,0.8,460.0
Kars,36,Küçük Şehir,2023,281371,141248,140123,233537,47834,64715,45019,140685,30952,0.8,308.9
Kars,36,Küçük Şehir,2024,283767,142451,141316,238364,45403,65266,45402,141883,31216,0.8,477.7
Kastamonu,37,Küçük Şehir,2005,327475,164392,163083,212858,114617,75319,52396,163737,36023,0.8,353.6
Kastamonu,37,Küçük Şehir,2006,327794,164552,163242,216344,111450,75392,52447,163897,36058,0.8,385.6
Kastamonu,37,Küçük Şehir,2007,332659,166994,165665,222881,109778,76511,53225,166329,36594,0.8,390.0
Kastamonu,37,Küçük Şehir,2008,334071,167703,166368,227168,106903,76836,53451,167035,36749,0.8,495.7
Kastamonu,37,Küçük Şehir,2009,338224,169788,168436,233374,104850,77791,54115,169112,37206,0.8,611.6
Kastamonu,37,Küçük Şehir,2010,340727,171044,169683,238508,102219,78367,54516,170363,37481,0.8,396.2
Kastamonu,37,Küçük Şehir,2011,341850,171608,170242,242713,99137,78625,54696,170925,37604,0.8,536.7
Kastamonu,37,Küçük Şehir,2012,346540,173963,172577,249508,97032,79704,55446,173270,38120,0.8,626.7
Kastamonu,37,Küçük Şehir,2013,349009,175202,173807,254776,94233,80272,55841,174504,38392,0.8,547.9
Kastamonu,37,Küçük Şehir,2014,351455,176430,175025,260076,91379,80834,56232,175727,38662,0.8,431.2
Kastamonu,37,Küçük Şehir,2015,354792,178105,176687,266094,88698,81602,56766,177396,39028,0.8,397.7
Kastamonu,37,Küçük Şehir,2016,355700,178561,177139,270332,85368,81811,56912,177850,39127,0.8,503.8
Kastamonu,37,Küçük Şehir,2017,359588,180513,179075,276882,82706,82705,57534,179794,39555,0.8,397.3
Kastamonu,37,Küçük Şehir,2018,360687,181064,179623,281335,79352,82958,57709,180343,39677,0.8,613.4
Kastamonu,37,Küçük Şehir,2019,364658,183058,181600,288079,76579,83871,58345,182329,40113,0.8,569.8
Kastamonu,37,Küçük Şehir,2020,367329,184399,182930,293863,73466,84485,58772,183664,40408,0.8,413.7
Kastamonu,37,Küçük Şehir,2021,369843,185661,184182,299572,70271,85063,59174,184921,40685,0.8,454.4
Kastamonu,37,Küçük Şehir,2022,373255,187374,185881,306069,67186,85848,59720,186627,41060,0.8,423.7
Kastamonu,37,Küçük Şehir,2023,375508,188505,187003,311671,63837,86366,60081,187754,41307,0.8,429.2
Kastamonu,37,Küçük Şehir,2024,379036,190276,188760,318390,60646,87178,60645,189518,41695,0.8,647.9
Kayseri,38,Orta Ölçek,2005,1152948,578779,574169,749416,403532,265178,184471,576474,126825,1.2,1313.2
Kayseri,38,Orta Ölçek,2006,1164969,584814,580155,768879,396090,267942,186395,582484,128148,1.2,1393.5
